secteur;langue;nom_produit;prix_unitaire;unite;etiquette_unite;type
security;fr;Détecteur fuite eau;55.0;pc;détecteur;produit
security;fr;Serrure connectée;220.0;pc;serrure;produit
security;fr;Visiophone;350.0;pc;visiophone;produit
security;fr;Badge RFID (lot 10);35.0;pc;lot;produit
security;fr;Centrale d'alarme;380.0;pc;centrale;produit
security;fr;Sirène extérieure;85.0;pc;sirène;produit
security;fr;Télésurveillance (mois);35.0;mois;mois;service
security;fr;Maintenance alarme;85.0;pc;visite;service
security;fr;Gardiennage (heure);45.0;h;heure;service
security;fr;Ronde de surveillance;55.0;pc;ronde;service
security;fr;Agent de sécurité;55.0;h;heure;service
security;fr;Audit sécurité;450.0;pc;audit;service
security;fr;Installation alarme;350.0;pc;forfait;service
security;fr;Installation vidéo;650.0;pc;forfait;service
security;fr;Dépannage urgence;150.0;pc;intervention;service
security;fr;Formation sécurité incendie;450.0;pc;session;service
security;fr;Plan d'évacuation;350.0;pc;document;service
security;fr;Contrôle accès installation;850.0;pc;forfait;service
security;fr;Sécurité événementielle (jour);450.0;jour;jour;service
security;fr;Consultant sécurité;120.0;h;heure;service
security;fr;Coffre-fort;450.0;pc;coffre;produit
interior_design;fr;Consultation déco;85.0;h;heure;service
interior_design;fr;Projet décoration complète;1850.0;pc;forfait;service
interior_design;fr;Aménagement salon;650.0;pc;forfait;service
interior_design;fr;Aménagement cuisine;850.0;pc;forfait;service
interior_design;fr;Aménagement chambre;450.0;pc;forfait;service
interior_design;fr;Aménagement bureau;550.0;pc;forfait;service
interior_design;fr;Shopping liste (projet);350.0;pc;forfait;service
interior_design;fr;Accompagnement shopping;65.0;h;heure;service
interior_design;fr;Plans 2D;450.0;pc;plan;service
interior_design;fr;Visualisation 3D;650.0;pc;rendu;service
interior_design;fr;Sélection mobilier;350.0;pc;sélection;service
interior_design;fr;Sélection textiles;250.0;pc;sélection;service
interior_design;fr;Sélection luminaires;280.0;pc;sélection;service
interior_design;fr;Conseil couleurs;180.0;pc;forfait;service
interior_design;fr;Home staging vente;850.0;pc;forfait;service
interior_design;fr;Réaménagement espace;1200.0;pc;forfait;service
interior_design;fr;Étude lumière;350.0;pc;étude;service
interior_design;fr;Suivi chantier;65.0;h;heure;service
interior_design;fr;Coordination artisans;85.0;h;heure;service
interior_design;fr;Décoration événementielle;650.0;pc;forfait;service
interior_design;fr;Feng shui consultation;150.0;h;heure;service
interior_design;fr;Rangements sur mesure;450.0;pc;projet;service
interior_design;fr;Optimisation petits espaces;550.0;pc;forfait;service
interior_design;fr;Rénovation salle de bain;1200.0;pc;forfait;service
interior_design;fr;Aménagement terrasse;450.0;pc;forfait;service
interior_design;fr;Sélection œuvres d'art;380.0;pc;sélection;service
interior_design;fr;Moodboard;180.0;pc;document;service
interior_design;fr;Dossier technique;450.0;pc;dossier;service
interior_design;fr;Book inspiration;120.0;pc;document;service
catering;fr;Buffet froid (pers);25.0;pc;personne;service
catering;fr;Buffet chaud (pers);32.0;pc;personne;service
catering;fr;Cocktail dinatoire (pers);28.0;pc;personne;service
catering;fr;Plateau repas entreprise;18.5;pc;plateau;service
catering;fr;Petit-déjeuner séminaire;12.0;pc;personne;service
catering;fr;Pause café (pers);5.5;pc;personne;service
catering;fr;Déjeuner d'affaires;35.0;pc;personne;service
catering;fr;Dîner gala;65.0;pc;personne;service
catering;fr;Mariage (pers);85.0;pc;personne;service
catering;fr;Baptême (pers);45.0;pc;personne;service
catering;fr;Communion (pers);38.0;pc;personne;service
catering;fr;Anniversaire (pers);32.0;pc;personne;service
catering;fr;Barbecue (pers);28.0;pc;personne;service
catering;fr;Brunch (pers);22.0;pc;personne;service
catering;fr;Food truck (service);850.0;pc;forfait;service
catering;fr;Pièce montée;180.0;pc;pièce;produit
catering;fr;Gâteau événementiel;120.0;pc;gâteau;produit
catering;fr;Candy bar;350.0;pc;forfait;service
catering;fr;Fontaine à chocolat;150.0;pc;location;service
catering;fr;Service traiteur + personnel;450.0;pc;service;service
catering;fr;Location vaisselle;2.5;pc;couverts;service
catering;fr;Linge de table;3.5;pc;set;service
catering;fr;Décoration table;8.5;pc;table;service
catering;fr;Service sommelier;250.0;pc;service;service
catering;fr;Menu végétarien (pers);28.0;pc;personne;service
catering;fr;Menu végétalien (pers);32.0;pc;personne;service
catering;fr;Menu sans gluten (pers);30.0;pc;personne;service
catering;fr;Repas enfant (pers);15.0;pc;personne;service
catering;fr;Livraison;45.0;pc;forfait;service
home_renovation;fr;Rénovation cuisine complète;12500.0;pc;forfait;service
home_renovation;fr;Rénovation salle de bain;8500.0;pc;forfait;service
home_renovation;fr;Aménagement combles;15000.0;pc;forfait;service
home_renovation;fr;Extension maison (m²);1850.0;m2;m²;service
home_renovation;fr;Surélévation;2200.0;m2;m²;service
home_renovation;fr;Ravalement façade;85.0;m2;m²;service
home_renovation;fr;Isolation extérieure;95.0;m2;m²;service
home_renovation;fr;Isolation intérieure;45.0;m2;m²;service
home_renovation;fr;Changement fenêtres;450.0;pc;fenêtre;service
home_renovation;fr;Porte d'entrée;1200.0;pc;porte;service
home_renovation;fr;Garage sur mesure;4500.0;pc;forfait;service
home_renovation;fr;Véranda;18500.0;pc;forfait;service
home_renovation;fr;Pergola bioclimatique;8500.0;pc;forfait;service
home_renovation;fr;Terrasse carrelage;85.0;m2;m²;service
home_renovation;fr;Terrasse bois;95.0;m2;m²;service
home_renovation;fr;Piscine enterrée;45000.0;pc;forfait;service
home_renovation;fr;Piscine hors-sol;8500.0;pc;forfait;service
home_renovation;fr;Abri de jardin;3500.0;pc;forfait;service
home_renovation;fr;Clôture jardin (m);45.0;m;mètre;service
home_renovation;fr;Portail automatique;4500.0;pc;forfait;service
home_renovation;fr;Arrosage automatique;2500.0;pc;forfait;service
home_renovation;fr;Éclairage extérieur;1800.0;pc;forfait;service
home_renovation;fr;Cheminée/insert;3500.0;pc;forfait;service
home_renovation;fr;Poêle à bois;1800.0;pc;forfait;service
home_renovation;fr;Poêle à granulés;3200.0;pc;forfait;service
home_renovation;fr;Placards sur mesure;1200.0;pc;forfait;service
home_renovation;fr;Dressing;2500.0;pc;forfait;service
home_renovation;fr;Escalier sur mesure;4500.0;pc;forfait;service
home_renovation;fr;Rampe d'accès;1800.0;pc;forfait;service
butcher;fr;Entrecôte (kg);32.0;kg;kg;produit
butcher;fr;Côte de bœuf (kg);28.0;kg;kg;produit
butcher;fr;Filet de bœuf (kg);45.0;kg;kg;produit
butcher;fr;Bavette (kg);24.0;kg;kg;produit
butcher;fr;Onglet (kg);26.0;kg;kg;produit
butcher;fr;Faux-filet (kg);29.0;kg;kg;produit
butcher;fr;Rumsteak (kg);27.0;kg;kg;produit
butcher;fr;Côtelette d'agneau (kg);28.0;kg;kg;produit
butcher;fr;Gigot d'agneau (kg);22.0;kg;kg;produit
butcher;fr;Carré d'agneau (kg);32.0;kg;kg;produit
butcher;fr;Côte de porc (kg);14.0;kg;kg;produit
butcher;fr;Filet mignon (kg);18.0;kg;kg;produit
butcher;fr;Échine (kg);12.0;kg;kg;produit
butcher;fr;Travers de porc (kg);11.0;kg;kg;produit
butcher;fr;Poulet entier (kg);9.5;kg;kg;produit
butcher;fr;Filet de poulet (kg);13.5;kg;kg;produit
butcher;fr;Escalope de dinde (kg);12.0;kg;kg;produit
butcher;fr;Cuisse de dinde (kg);10.5;kg;kg;produit
butcher;fr;Canard entier (kg);15.0;kg;kg;produit
butcher;fr;Magret de canard (kg);26.0;kg;kg;produit
butcher;fr;Saucisses de Toulouse (kg);13.0;kg;kg;produit
butcher;fr;Merguez (kg);11.0;kg;kg;produit
butcher;fr;Chipolatas (kg);12.5;kg;kg;produit
butcher;fr;Pâté en croûte;18.0;pc;pièce;produit
butcher;fr;Terrine maison;14.0;pc;pièce;produit
butcher;fr;Rillettes (pot);6.5;pc;pot;produit
butcher;fr;Haché bœuf (kg);16.0;kg;kg;produit
butcher;fr;Steak haché (kg);15.0;kg;kg;produit
butcher;fr;Préparation bolognaise (kg);18.0;kg;kg;produit
butcher;fr;Brochette (pers);4.5;pc;brochette;produit
grocery;fr;Huile d'olive (1L);12.0;pc;bouteille;produit
grocery;fr;Huile de tournesol (1L);3.5;pc;bouteille;produit
grocery;fr;Vinaigre balsamique;8.5;pc;bouteille;produit
grocery;fr;Moutarde Dijon;2.5;pc;pot;produit
grocery;fr;Ketchup;2.8;pc;bouteille;produit
grocery;fr;Mayonnaise;3.2;pc;pot;produit
grocery;fr;Sauce soja;4.5;pc;bouteille;produit
grocery;fr;Sauce tomate;2.2;pc;brique;produit
grocery;fr;Concentré tomate;1.5;pc;tube;produit
grocery;fr;Pâtes spaghetti (500g);1.8;pc;paquet;produit
grocery;fr;Pâtes penne (500g);1.8;pc;paquet;produit
grocery;fr;Riz basmati (1kg);4.5;pc;paquet;produit
grocery;fr;Riz arborio (500g);3.5;pc;paquet;produit
grocery;fr;Couscous (1kg);3.2;pc;paquet;produit
grocery;fr;Quinoa (500g);5.5;pc;paquet;produit
grocery;fr;Lentilles vertes (500g);3.0;pc;paquet;produit
grocery;fr;Haricots rouges (400g);1.8;pc;boîte;produit
grocery;fr;Pois chiches (400g);1.8;pc;boîte;produit
grocery;fr;Thon en conserve;2.5;pc;boîte;produit
grocery;fr;Sardines;2.2;pc;boîte;produit
grocery;fr;Cornichons;2.8;pc;bocal;produit
grocery;fr;Olives vertes;3.5;pc;bocal;produit
grocery;fr;Olives noires;3.5;pc;bocal;produit
grocery;fr;Chips nature (200g);2.2;pc;sachet;produit
grocery;fr;Chips paprika;2.2;pc;sachet;produit
grocery;fr;Biscuits apéritif;2.8;pc;paquet;produit
grocery;fr;Fruits secs mix;5.5;pc;sachet;produit
grocery;fr;Noix de cajou;6.5;pc;sachet;produit
grocery;fr;Amandes;7.5;pc;sachet;produit
grocery;fr;Confiture fraise;3.8;pc;pot;produit
bookstore;fr;Roman contemporain;22.0;pc;livre;produit
bookstore;fr;Roman policier;20.0;pc;livre;produit
bookstore;fr;Roman science-fiction;21.0;pc;livre;produit
bookstore;fr;Roman historique;24.0;pc;livre;produit
bookstore;fr;Biographie;25.0;pc;livre;produit
bookstore;fr;Essai;22.5;pc;livre;produit
bookstore;fr;Livre de cuisine;28.0;pc;livre;produit
bookstore;fr;Livre de voyage;26.0;pc;livre;produit
bookstore;fr;Guide touristique;18.0;pc;guide;produit
bookstore;fr;Atlas;35.0;pc;livre;produit
bookstore;fr;Dictionnaire français;32.0;pc;ouvrage;produit
bookstore;fr;Dictionnaire bilingue;28.0;pc;ouvrage;produit
bookstore;fr;Encyclopédie;45.0;pc;ouvrage;produit
bookstore;fr;Livre scolaire;18.5;pc;livre;produit
bookstore;fr;Cahier d'exercices;8.5;pc;cahier;produit
bookstore;fr;Livre jeunesse;14.0;pc;livre;produit
bookstore;fr;Album illustré enfant;16.0;pc;album;produit
bookstore;fr;Bande dessinée franco-belge;12.0;pc;BD;produit
bookstore;fr;Manga;7.5;pc;volume;produit
bookstore;fr;Comics;18.0;pc;comic;produit
bookstore;fr;Livre d'art;45.0;pc;livre;produit
bookstore;fr;Beaux-arts;38.0;pc;livre;produit
bookstore;fr;Photographie;42.0;pc;livre;produit
bookstore;fr;Architecture;48.0;pc;livre;produit
bookstore;fr;Revue mensuelle;8.5;pc;magazine;produit
bookstore;fr;Journal quotidien;2.5;pc;journal;produit
bookstore;fr;Presse spécialisée;6.5;pc;magazine;produit
bookstore;fr;Papeterie carte;4.5;pc;carte;produit
bookstore;fr;Marque-pages;3.5;pc;accessoire;produit
bookstore;fr;Reliure;8.5;pc;service;service
medical_services;fr;Consultation médecin généraliste;35.0;pc;consultation;service
medical_services;fr;Consultation spécialiste;55.0;pc;consultation;service
medical_services;fr;Consultation pédiatre;45.0;pc;consultation;service
medical_services;fr;Consultation gynécologue;45.0;pc;consultation;service
medical_services;fr;Consultation cardiologue;65.0;pc;consultation;service
medical_services;fr;Consultation dermatologue;55.0;pc;consultation;service
medical_services;fr;Consultation ophtalmologue;55.0;pc;consultation;service
medical_services;fr;Consultation ORL;50.0;pc;consultation;service
medical_services;fr;Consultation neurologue;65.0;pc;consultation;service
medical_services;fr;Consultation rhumatologue;55.0;pc;consultation;service
medical_services;fr;Bilan sanguin;25.0;pc;analyse;service
medical_services;fr;Bilan complet;85.0;pc;bilan;service
medical_services;fr;Échographie;75.0;pc;examen;service
medical_services;fr;Radio;45.0;pc;examen;service
medical_services;fr;Scanner;185.0;pc;examen;service
medical_services;fr;IRM;285.0;pc;examen;service
medical_services;fr;Vaccination;25.0;pc;injection;service
medical_services;fr;Suture plaie;35.0;pc;soin;service
medical_services;fr;Pansement;15.0;pc;soin;service
medical_services;fr;Infiltration;85.0;pc;soin;service
medical_services;fr;ECG;45.0;pc;examen;service
medical_services;fr;Test d'effort;95.0;pc;examen;service
medical_services;fr;Holter;125.0;pc;examen;service
medical_services;fr;Audiométrie;55.0;pc;examen;service
medical_services;fr;Fond d'œil;35.0;pc;examen;service
medical_services;fr;Pap smear;35.0;pc;examen;service
medical_services;fr;Mammographie;75.0;pc;examen;service
medical_services;fr;Densitométrie;95.0;pc;examen;service
medical_services;fr;Cortisone;45.0;pc;injection;service
cultural_events;fr;Concert classique;45.0;pc;billet;service
cultural_events;fr;Concert pop/rock;55.0;pc;billet;service
cultural_events;fr;Concert jazz;35.0;pc;billet;service
cultural_events;fr;Opéra;75.0;pc;billet;service
cultural_events;fr;Ballet;65.0;pc;billet;service
cultural_events;fr;Théâtre pièce;28.0;pc;billet;service
cultural_events;fr;Comédie musicale;55.0;pc;billet;service
cultural_events;fr;One-man-show;35.0;pc;billet;service
cultural_events;fr;Spectacle jeune public;15.0;pc;billet;service
cultural_events;fr;Festival (jour);85.0;pc;pass;service
cultural_events;fr;Festival (week-end);150.0;pc;pass;service
cultural_events;fr;Exposition temporaire;12.0;pc;billet;service
cultural_events;fr;Visite guidée;15.0;pc;visite;service
cultural_events;fr;Conférence;18.0;pc;conférence;service
cultural_events;fr;Atelier créatif;25.0;pc;atelier;service
cultural_events;fr;Cours de danse;15.0;pc;cours;service
cultural_events;fr;Cours de théâtre;18.0;pc;cours;service
cultural_events;fr;Cours de musique;35.0;h;heure;service
cultural_events;fr;Location salle (heure);55.0;h;heure;service
cultural_events;fr;Location salle (jour);450.0;jour;jour;service
cultural_events;fr;Organisation événement;1250.0;pc;forfait;service
cultural_events;fr;Sonorisation concert;650.0;pc;service;service
cultural_events;fr;Éclairage scénique;450.0;pc;service;service
cultural_events;fr;Régie technique;550.0;pc;service;service
cultural_events;fr;Programmation artistique;850.0;pc;service;service
cultural_events;fr;Billetterie (service);250.0;pc;forfait;service
cultural_events;fr;Programme imprimé;5.0;pc;programme;produit
cultural_events;fr;Merchandising (article);25.0;pc;article;produit
pharmacy;fr;Doliprane 500mg (16);3.5;pc;boîte;produit
pharmacy;fr;Doliprane 1000mg (8);3.2;pc;boîte;produit
pharmacy;fr;Ibuprofène 400mg (30);5.5;pc;boîte;produit
pharmacy;fr;Aspirine (30);4.5;pc;boîte;produit
pharmacy;fr;Antibiotique (ordonnance);12.5;pc;boîte;produit
pharmacy;fr;Sirop toux;8.5;pc;flacon;produit
pharmacy;fr;Spray nasal;7.5;pc;flacon;produit
pharmacy;fr;Gouttes oreilles;6.5;pc;flacon;produit
pharmacy;fr;Collyre;8.0;pc;flacon;produit
pharmacy;fr;Pommade antibiotique;9.5;pc;tube;produit
pharmacy;fr;Crème cortisone;8.5;pc;tube;produit
pharmacy;fr;Antihistaminique;12.0;pc;boîte;produit
pharmacy;fr;Anti-nauséeux;7.5;pc;boîte;produit
pharmacy;fr;Anti-diarrhéique;6.5;pc;boîte;produit
pharmacy;fr;Probiotiques;15.0;pc;boîte;produit
pharmacy;fr;Vitamine D;12.5;pc;flacon;produit
pharmacy;fr;Vitamine C;8.5;pc;boîte;produit
pharmacy;fr;Multivitamines;18.0;pc;boîte;produit
pharmacy;fr;Magnésium;9.5;pc;boîte;produit
pharmacy;fr;Fer;11.5;pc;boîte;produit
pharmacy;fr;Omega-3;22.0;pc;flacon;produit
pharmacy;fr;Bandages assortis;4.5;pc;boîte;produit
pharmacy;fr;Compresses stériles;3.5;pc;sachet;produit
pharmacy;fr;Sparadrap;3.0;pc;rouleau;produit
pharmacy;fr;Antiseptique;5.5;pc;flacon;produit
pharmacy;fr;Sérum physiologique;2.5;pc;flacon;produit
pharmacy;fr;Gants latex (boîte);6.5;pc;boîte;produit
pharmacy;fr;Thermomètre;12.0;pc;appareil;produit
pharmacy;fr;Tensiomètre;45.0;pc;appareil;produit
pharmacy;fr;Glucomètre;35.0;pc;appareil;produit
public_transport;fr;Ticket 1 heure;2.5;pc;ticket;service
public_transport;fr;Ticket 24 heures;7.5;pc;ticket;service
public_transport;fr;Ticket 72 heures;15.0;pc;ticket;service
public_transport;fr;Abonnement mensuel;65.0;mois;mois;service
public_transport;fr;Abonnement annuel;650.0;an;an;service
public_transport;fr;Carte 10 trajets;22.0;pc;carte;service
public_transport;fr;Billet train régional;8.5;pc;billet;service
public_transport;fr;Billet train national;25.0;pc;billet;service
public_transport;fr;Carte jeune (an);45.0;an;an;service
public_transport;fr;Carte senior (an);45.0;an;an;service
public_transport;fr;Bus aéroport;12.0;pc;billet;service
public_transport;fr;Train aéroport;15.0;pc;billet;service
public_transport;fr;Métro (trajet);2.5;pc;ticket;service
public_transport;fr;Tram (trajet);2.5;pc;ticket;service
public_transport;fr;Bus (trajet);2.5;pc;ticket;service
public_transport;fr;Vélo partagé (jour);8.0;jour;jour;service
public_transport;fr;Vélo partagé (abonnement);35.0;mois;mois;service
public_transport;fr;Trottinette électrique (15min);3.5;pc;location;service
public_transport;fr;Covoiturage (km);0.35;km;km;service
public_transport;fr;Navette fluviale;4.5;pc;billet;service
public_transport;fr;Téléphérique;8.5;pc;billet;service
public_transport;fr;Bateau touristique;12.0;pc;croisière;service
public_transport;fr;Carte famille nombreuse;85.0;an;an;service
public_transport;fr;Carte réduction étudiant;45.0;an;an;service
public_transport;fr;Supplément bagage;5.0;pc;bagage;service
home_care;fr;Aide ménagère (heure);28.0;h;heure;service
home_care;fr;Aide aux repas;22.0;h;heure;service
home_care;fr;Aide à la toilette;25.0;h;heure;service
home_care;fr;Aide au lever/coucher;22.0;h;heure;service
home_care;fr;Accompagnement courses;25.0;h;heure;service
home_care;fr;Accompagnement médical;28.0;h;heure;service
home_care;fr;Garde maladie nuit;150.0;nuit;nuit;service
home_care;fr;Soins infirmiers;35.0;h;heure;service
home_care;fr;Injection à domicile;25.0;pc;soin;service
home_care;fr;Pansement à domicile;22.0;pc;soin;service
home_care;fr;Kinesithérapie;35.0;pc;séance;service
home_care;fr;Ostéopathie;55.0;pc;séance;service
